id,label,PAAC5,PAAC15,PAAC10,PAAC4,PAAC12,PAAC19,PAAC3,PAAC22,PAAC14,PAAC2,PAAC16,PAAC25,PAAC26,PAAC21,PAAC6,PAAC30,PAAC20,PAAC7,PAAC11,PAAC27,PAAC13
Positive_854,1,0.929,1.859,3.02,1.975,3.02,1.859,3.136,4.994,2.672,1.51,5.459,4.802,4.738,4.717,3.136,4.646,3.252,2.904,4.879,4.831,1.975
Positive_398,1,0.943,1.603,2.828,3.111,4.053,1.603,0.848,5.439,1.508,3.111,2.168,5.144,5.407,5.242,4.525,5.084,3.771,2.262,6.033,5.129,0.943
Negative_737,0,2.702,2.955,2.955,2.364,3.039,2.364,2.026,5.242,2.87,3.208,3.462,4.9,4.978,5.046,2.87,5.101,3.293,2.195,4.052,4.875,0.676
Positive_878,1,0.172,2.744,2.23,2.058,3.602,1.544,3.087,4.586,1.715,2.573,3.945,4.759,4.732,4.82,1.372,4.366,3.774,1.715,5.317,4.751,2.573
Negative_350,0,1.122,3.991,1.372,1.871,1.497,1.122,0.998,4.962,1.621,3.741,2.868,4.96,4.93,4.962,1.871,5.094,2.744,1.996,8.48,5.303,0.998
Negative_1302,0,1.177,3.865,3.193,1.513,1.345,2.521,1.513,4.907,1.513,3.53,2.689,4.796,5.294,4.776,0.84,4.915,2.521,1.008,6.387,4.892,0.84
Positive_771,1,0.436,1.743,3.267,2.396,3.921,0.762,1.416,4.964,1.525,1.634,2.178,4.732,4.824,4.795,3.486,4.928,5.773,1.416,4.248,4.43,0.98
Negative_161,0,0.773,3.478,0.773,2.706,2.319,0.773,1.932,4.21,2.706,3.092,6.184,4.605,4.847,4.248,3.478,4.545,1.932,3.478,6.57,5.163,1.932
Negative_1051,0,1.509,6.664,3.269,2.263,3.897,2.389,2.012,4.547,1.006,3.395,4.652,4.844,4.598,4.593,2.012,4.734,2.64,3.772,2.892,4.507,1.006
Positive_564,1,0.275,3.573,3.161,1.924,3.024,2.061,2.199,4.847,1.512,1.512,2.748,5.007,4.759,4.974,2.061,4.798,3.024,3.435,4.673,4.709,0.962
Positive_378,1,1.004,2.62,3.537,3.187,3.275,1.528,2.314,4.773,2.27,2.881,5.283,4.958,4.694,4.715,2.925,4.723,2.794,2.096,5.108,4.655,1.135
Positive_1010,1,0.639,3.279,2.529,3.14,1.778,2.501,3.057,4.786,2.584,2.362,3.724,4.836,4.934,4.879,2.501,4.83,3.557,1.946,4.502,4.756,1.028
Negative_95,0,0.661,3.964,0.331,2.643,1.321,0.661,1.982,5.069,1.982,4.295,5.616,5.168,4.979,4.786,2.973,4.723,2.312,1.652,7.268,4.776,1.652
Positive_183,1,0.616,1.969,5.662,1.723,2.831,1.231,1.723,4.816,3.077,2.215,3.692,4.816,4.701,4.601,2.954,5.049,3.939,1.6,4.923,4.378,0.369
Negative_566,0,10.52,0.877,0.0,0.877,0.0,7.013,0.0,5.087,2.63,5.26,1.753,5.359,5.799,5.933,0.877,5.438,0.0,0.0,0.877,6.024,0.877
Positive_475,1,1.163,3.361,2.974,2.715,2.974,2.456,1.422,4.863,1.81,1.552,4.783,4.522,4.895,4.57,2.198,4.621,4.395,2.198,5.3,4.86,1.293
Positive_644,1,1.033,2.754,1.171,2.547,2.134,2.547,1.721,4.999,2.203,3.029,3.098,5.012,4.789,5.017,4.889,4.895,3.167,2.616,5.233,4.791,1.102
Positive_357,1,1.13,2.52,3.477,1.999,1.825,2.086,1.564,4.656,3.825,1.739,4.172,4.831,4.621,4.489,1.825,4.847,5.041,1.304,6.258,4.64,1.13
Positive_999,1,0.709,1.721,3.645,3.24,3.341,1.721,0.911,4.717,1.62,2.126,3.645,4.832,4.795,4.631,2.531,4.912,4.252,2.329,4.556,4.785,1.822
Positive_774,1,0.807,2.154,5.654,1.884,3.769,1.346,2.692,5.218,2.154,2.154,3.5,4.972,4.865,4.458,2.961,5.064,3.5,0.538,4.038,4.575,1.615
Negative_920,0,0.527,7.673,0.937,1.64,2.109,0.879,1.464,4.666,1.055,3.749,7.204,4.462,4.565,4.473,3.69,4.448,2.753,3.046,4.276,4.427,0.937
Negative_329,0,5.802,1.658,3.316,1.658,6.631,0.0,4.144,4.714,5.802,1.658,1.658,4.908,4.173,4.27,2.486,4.714,0.829,1.658,6.631,3.82,0.829
Negative_826,0,2.073,2.591,2.332,3.627,3.627,0.777,2.85,4.519,1.555,1.296,3.627,4.39,3.945,4.242,4.145,4.323,2.85,3.368,6.995,4.617,2.591
Negative_780,0,0.165,7.251,1.154,0.989,4.45,0.824,2.143,4.567,1.483,3.296,4.45,4.44,4.508,4.244,2.307,4.554,2.637,2.802,5.273,4.818,0.824
Positive_929,1,1.008,2.129,2.129,2.912,1.456,1.904,2.689,5.212,2.577,2.801,2.912,4.914,4.901,5.051,4.369,5.026,3.473,2.689,3.697,4.738,2.464
Positive_185,1,1.023,2.557,3.58,3.682,3.989,1.841,1.636,4.892,2.762,1.943,3.989,4.85,4.959,5.279,3.58,4.734,2.455,2.455,5.319,4.579,1.739
Positive_343,1,1.085,2.946,2.326,2.792,4.032,2.171,2.636,5.014,2.016,2.326,2.946,4.896,5.302,4.856,3.567,5.189,4.187,1.706,5.583,5.019,0.775
Negative_818,0,2.136,1.709,1.709,1.282,9.399,1.709,0.855,5.385,1.709,4.699,1.282,5.699,5.76,4.737,1.282,5.339,2.563,2.991,2.136,5.921,0.855
Positive_1215,1,0.911,2.648,2.979,3.228,1.655,2.4,2.317,4.686,2.731,2.896,4.717,4.838,4.788,4.961,2.896,4.827,3.724,1.821,5.048,4.788,1.076
Positive_1183,1,0.941,2.509,2.613,1.986,2.718,1.255,1.777,4.797,3.45,3.032,3.763,5.373,5.049,5.051,3.972,5.031,3.659,2.091,5.227,4.972,0.941
Negative_629,0,1.077,5.924,0.359,2.244,0.269,0.538,0.718,4.978,0.808,4.667,2.782,5.081,4.9,4.925,2.692,5.152,2.692,1.615,8.526,4.775,0.359
Positive_819,1,1.416,2.896,3.475,2.896,2.703,1.609,3.346,4.909,1.931,1.931,3.797,4.623,4.552,4.576,2.832,4.668,3.54,1.802,4.827,4.735,1.352
Positive_1156,1,0.7,2.331,2.954,2.099,3.265,2.021,2.254,4.976,1.943,2.409,3.187,4.781,5.009,5.076,3.265,5.007,3.265,2.487,5.441,4.65,1.477
Positive_166,1,1.353,1.955,2.105,2.556,2.18,1.879,1.503,5.104,1.654,3.308,2.931,4.687,5.104,5.253,3.007,5.039,3.533,1.804,4.285,4.809,1.128
Negative_655,0,3.487,4.121,1.585,1.585,2.536,0.951,3.803,3.747,2.536,1.585,7.924,3.775,3.834,3.466,1.585,3.772,6.974,1.585,4.121,3.853,0.317
Negative_1077,0,1.523,3.495,2.868,2.24,1.702,1.344,1.702,4.5,2.33,2.688,4.929,5.015,4.847,4.141,3.853,4.813,4.391,1.882,5.198,4.865,1.254
Negative_848,0,1.407,3.481,1.333,2.148,1.185,1.185,0.963,4.921,1.777,3.333,2.148,4.837,4.755,5.182,2.222,5.008,4.592,2.074,7.628,4.809,1.259
Positive_47,1,1.655,3.212,2.142,2.92,1.655,2.239,2.628,4.964,3.018,2.628,4.965,4.903,4.9,4.431,2.628,4.838,1.655,2.239,5.354,4.828,1.46
Negative_807,0,0.519,2.338,1.299,2.338,0.26,1.299,0.26,5.521,1.559,4.936,2.338,5.589,5.146,5.426,4.676,5.481,3.637,1.818,3.897,5.424,0.779
Negative_633,0,0.893,6.967,1.786,2.322,1.786,1.786,0.893,4.843,2.322,3.573,2.679,5.037,5.196,4.962,2.858,5.292,3.037,2.322,5.002,4.891,0.536
Negative_352,0,2.494,2.494,2.85,2.85,4.453,2.494,1.959,5.062,0.891,3.028,2.85,5.409,4.93,4.556,2.494,4.922,1.781,1.781,4.453,4.932,1.781
Negative_1090,0,1.873,6.086,0.0,0.936,1.873,0.0,0.468,4.603,2.341,2.809,5.149,4.218,4.84,4.624,3.277,4.456,3.745,2.341,3.745,5.021,0.936
Positive_816,1,0.454,2.384,3.52,2.839,3.747,1.703,1.703,4.976,3.293,1.816,4.542,4.659,4.67,4.488,2.498,4.802,5.223,1.476,6.358,4.766,1.362
Positive_1002,1,0.849,2.122,3.183,3.112,6.225,1.839,1.981,5.298,1.839,2.617,2.476,4.954,5.242,5.368,4.173,5.256,3.042,1.91,2.759,5.154,1.132
Negative_562,0,1.733,6.701,1.502,1.733,3.582,0.693,2.08,4.467,2.08,3.004,6.354,4.528,4.462,4.237,2.888,4.401,4.391,2.08,2.773,4.476,1.733
Negative_197,0,0.836,3.901,1.115,1.393,1.393,1.115,1.672,4.764,0.836,5.015,5.572,4.996,5.326,5.587,2.229,4.448,3.901,2.229,4.737,5.279,1.115
Negative_578,0,1.196,2.791,2.126,1.993,2.392,1.329,3.721,4.037,2.392,2.525,5.581,4.561,4.732,4.425,1.86,4.516,3.986,1.595,6.113,4.433,1.462
Positive_373,1,1.944,3.66,3.546,2.516,2.86,1.716,2.173,4.99,1.716,2.402,3.775,5.172,4.938,4.889,3.431,4.596,3.546,1.487,5.147,4.461,1.716
Negative_663,0,0.905,4.074,0.905,1.811,5.885,0.905,2.264,5.133,0.905,3.621,5.432,5.241,5.422,4.467,3.621,4.726,3.621,1.358,1.811,4.698,0.453
Positive_754,1,0.391,3.131,2.348,2.348,2.152,1.761,1.956,5.429,2.739,2.935,3.717,4.984,4.666,4.979,4.5,4.611,3.326,1.956,5.869,5.28,1.956
Positive_675,1,1.645,2.304,5.101,1.645,3.126,2.797,2.468,4.423,3.949,2.139,3.455,4.48,4.755,4.229,1.152,4.837,3.785,1.152,7.24,4.782,2.304
Positive_697,1,1.004,3.29,3.792,2.231,3.012,1.729,2.565,4.857,2.175,2.621,3.681,4.673,4.828,4.81,2.565,4.726,3.067,2.342,5.521,4.671,1.45
Positive_884,1,0.353,3.091,1.413,2.385,2.473,1.325,1.148,5.346,1.325,3.179,3.268,4.858,5.108,4.958,2.826,5.028,3.886,2.208,6.094,5.168,0.972
Positive_509,1,0.783,2.871,3.393,2.871,2.74,2.349,1.696,5.24,1.696,3.002,2.349,5.032,4.995,5.106,3.393,5.072,2.349,2.218,5.611,5.111,1.305
Positive_1154,1,1.148,1.723,3.331,2.986,1.838,1.263,1.608,4.369,2.872,3.675,3.101,5.025,5.085,5.093,3.79,5.214,3.445,1.723,4.25,5.195,1.608
Positive_886,1,0.0,1.935,3.483,3.096,3.741,2.193,2.451,5.152,1.806,1.29,3.612,4.579,4.63,4.497,3.741,4.627,4.128,1.935,4.257,4.699,1.29
Positive_990,1,1.562,2.314,3.356,3.24,2.488,1.157,2.43,5.0,1.909,3.182,4.397,4.989,5.066,4.754,3.124,4.861,3.066,1.967,3.818,4.764,0.984
Negative_770,0,1.275,2.231,3.93,2.018,1.912,1.806,2.337,5.141,2.231,3.399,3.824,4.876,5.008,4.658,2.655,4.781,4.462,0.956,5.311,4.825,0.956
Positive_985,1,0.987,1.704,2.866,2.827,3.214,1.471,2.595,4.903,2.207,2.652,3.466,5.078,4.988,4.657,3.853,4.869,3.582,2.459,6.157,4.794,1.626
Positive_60,1,1.89,2.127,3.072,1.536,1.3,1.418,2.009,4.993,3.072,3.072,4.135,4.655,4.889,4.8,2.599,5.024,3.662,2.363,7.443,4.91,1.3
Negative_476,0,1.947,3.615,0.834,1.529,0.974,1.252,0.695,4.701,2.781,3.755,1.252,4.826,4.709,4.438,1.391,5.071,3.477,0.974,8.9,5.09,0.695
Positive_608,1,0.901,2.304,4.408,2.104,3.306,1.703,2.204,5.359,2.604,2.604,2.705,4.993,5.019,4.809,3.807,5.051,3.206,1.102,5.41,4.895,2.604
Negative_77,0,1.1,2.292,3.485,2.109,3.485,1.651,2.659,4.691,2.751,2.384,5.594,4.653,4.55,4.188,2.018,4.888,3.118,2.109,5.136,4.572,1.192
Negative_792,0,4.812,1.925,1.925,2.887,2.406,1.443,2.406,4.03,0.0,0.962,2.887,4.084,3.708,4.276,1.443,4.291,3.368,3.849,11.066,3.894,0.962
Positive_382,1,0.882,3.307,2.645,1.543,1.763,1.543,1.543,4.954,2.205,3.086,4.409,4.803,5.005,4.353,3.527,5.005,3.527,2.866,6.614,5.319,0.441
Positive_944,1,0.405,2.561,2.764,2.966,3.572,1.618,1.416,5.28,2.359,2.494,3.033,4.933,4.98,4.853,3.572,5.005,3.168,2.089,4.988,5.15,1.416
Negative_479,0,1.735,2.892,1.012,1.446,1.012,1.012,0.868,4.513,2.024,4.482,3.759,4.994,5.038,4.684,0.868,5.183,3.904,1.879,8.819,4.653,1.301
Positive_1203,1,1.36,2.317,2.872,2.519,3.778,1.763,4.03,4.793,3.023,1.864,4.634,4.476,4.664,5.007,2.569,4.616,2.72,2.267,8.262,4.862,0.957
Positive_56,1,0.371,1.858,1.486,1.486,0.371,2.601,0.371,4.907,2.972,2.601,3.716,4.839,5.058,5.198,3.344,5.37,2.972,1.115,5.573,4.565,1.115
Negative_301,0,3.066,3.833,1.533,0.0,3.066,0.0,0.766,4.594,1.533,6.132,6.132,3.871,5.691,6.358,0.766,4.334,0.0,3.833,8.432,5.311,0.766
Positive_859,1,0.077,1.54,3.62,3.388,3.157,1.771,2.002,5.135,1.771,2.618,2.387,5.013,5.113,5.153,4.236,5.023,3.696,1.925,3.62,4.786,1.232
Positive_649,1,1.628,3.289,1.96,2.425,2.691,1.196,1.462,4.883,1.495,3.09,3.688,5.032,5.055,4.937,4.685,4.709,2.957,2.99,6.147,4.661,1.13
Negative_1227,0,1.394,1.891,2.986,1.394,1.991,1.692,1.493,4.862,2.588,2.787,5.474,4.87,5.015,4.359,2.787,4.422,4.777,1.394,5.872,4.991,1.294
Negative_594,0,1.577,5.606,0.526,2.102,1.402,0.876,0.35,4.874,0.175,5.081,4.38,4.817,4.987,4.944,2.102,5.13,2.628,1.927,6.657,4.887,0.35
Positive_191,1,0.674,2.696,2.865,2.696,2.865,0.337,0.674,4.889,1.517,2.359,4.213,4.26,4.954,4.502,2.528,4.387,4.381,1.685,6.067,4.604,1.517
Positive_392,1,0.588,3.135,1.47,1.371,1.47,1.273,1.764,5.322,2.547,4.017,2.939,5.041,4.997,5.29,3.037,4.748,3.331,2.743,7.25,5.288,1.568
Negative_402,0,1.438,3.506,0.809,2.067,2.157,1.438,1.348,4.965,1.888,2.877,3.865,4.822,4.97,4.965,2.787,4.989,4.315,2.337,6.922,4.671,1.348
Negative_1284,0,2.072,3.996,1.776,1.776,1.332,2.368,0.74,4.285,2.368,2.368,4.736,4.94,4.646,4.768,3.404,4.703,3.108,2.812,8.436,4.595,0.444
Positive_519,1,1.286,1.608,3.645,1.929,2.144,2.144,1.501,5.015,4.395,2.68,3.216,4.597,4.954,4.845,2.144,5.177,3.43,1.393,4.931,4.845,1.393
Negative_607,0,1.56,4.024,2.464,2.217,2.381,1.56,2.135,4.335,1.396,2.299,6.159,4.69,4.723,4.411,3.778,4.674,4.353,2.464,4.27,4.911,0.739
Negative_709,0,1.092,4.566,1.756,1.639,3.785,0.507,2.653,4.02,3.473,1.6,10.419,4.245,4.452,4.136,2.809,4.297,3.005,2.263,2.693,4.167,0.585
Positive_189,1,0.883,2.429,2.208,2.429,3.091,1.766,1.324,4.868,2.87,1.766,3.091,4.758,5.174,4.672,3.312,4.883,3.532,2.649,4.636,4.975,1.104
Positive_656,1,1.633,4.625,2.449,3.809,2.721,1.088,1.361,4.556,2.449,2.177,4.353,4.494,5.332,4.504,2.993,5.057,4.081,1.905,5.985,4.875,1.088
Positive_92,1,0.162,1.777,3.392,2.261,4.281,1.857,2.585,5.429,0.969,3.392,3.392,5.006,5.097,4.949,3.15,5.185,4.442,1.212,3.958,5.048,1.131
Positive_259,1,0.53,2.912,1.125,1.787,0.794,1.986,1.522,5.195,2.25,3.243,3.177,4.966,5.001,5.08,2.647,5.424,3.442,2.317,5.758,5.07,0.861
Positive_43,1,2.385,2.215,3.237,1.533,1.704,2.044,2.726,4.135,3.237,2.044,2.896,4.381,4.565,4.313,1.192,4.604,5.963,1.874,7.667,4.502,1.363
Negative_871,0,1.747,4.586,1.965,1.747,1.965,1.747,1.747,4.302,0.655,3.276,6.115,4.781,4.152,3.983,1.965,4.681,2.839,2.839,7.643,4.451,0.874
Positive_465,1,0.551,2.666,2.942,2.114,1.931,1.563,2.022,4.94,1.931,2.85,3.401,4.83,4.702,4.556,2.85,4.883,4.504,2.298,4.964,4.828,0.919
Positive_456,1,0.371,2.226,1.361,2.598,2.969,0.742,0.618,5.078,0.742,2.35,5.69,4.778,4.7,4.627,4.205,4.593,5.071,5.195,5.071,4.066,1.237
Negative_1,0,1.391,3.06,2.782,2.226,1.113,0.278,1.113,4.805,8.068,2.504,6.121,4.684,4.758,4.509,1.947,5.056,2.504,1.113,7.79,4.655,0.835
Positive_156,1,0.0,1.758,3.516,3.516,1.758,2.637,0.879,5.626,1.758,1.758,0.879,5.193,4.208,5.864,7.031,5.156,3.516,3.516,4.395,5.072,2.637
Negative_1122,0,0.838,2.094,1.675,1.256,2.932,2.513,2.094,4.559,1.675,1.675,6.282,5.03,5.298,4.68,1.256,5.064,3.351,2.513,6.701,4.855,0.838
Positive_434,1,0.448,3.586,2.689,1.568,2.913,1.12,2.017,5.34,1.568,2.689,2.689,5.275,4.887,4.948,3.586,4.968,2.017,1.793,7.395,4.753,2.465
Positive_1097,1,0.229,1.679,2.824,4.656,6.717,1.832,2.138,4.928,1.527,0.84,2.824,4.801,5.04,4.803,3.13,4.882,3.588,2.29,3.74,4.903,0.916
Positive_964,1,1.043,2.631,3.674,2.181,2.442,1.398,2.56,4.867,3.081,2.892,3.769,4.704,4.696,4.799,3.508,4.791,3.224,1.944,5.381,4.833,1.28
Positive_628,1,0.482,2.892,2.29,2.29,2.531,1.446,3.013,5.114,2.772,2.652,3.254,5.182,4.938,5.032,3.254,4.684,3.736,1.808,4.459,5.032,0.723
Negative_797,0,3.068,1.841,1.227,1.534,8.898,0.613,0.921,4.544,1.841,2.148,1.841,5.235,4.436,4.794,3.682,5.031,1.534,4.603,2.761,5.018,0.921
Negative_1132,0,3.15,2.756,0.985,1.378,2.559,1.575,2.953,4.9,1.772,2.559,2.953,5.011,4.824,4.7,2.953,4.89,2.559,2.559,4.331,4.968,1.378
Positive_896,1,0.0,1.809,1.292,1.292,3.618,1.034,1.809,5.626,1.292,4.911,3.877,4.994,5.172,5.145,3.618,5.411,4.136,1.292,4.136,4.955,1.292
Positive_821,1,0.552,1.794,3.035,2.897,3.035,1.38,1.932,5.407,4.277,2.621,3.173,5.031,5.489,4.782,4.966,5.283,3.173,1.656,4.001,5.092,1.38
Positive_146,1,1.228,2.915,2.302,2.762,3.99,2.148,2.608,5.093,1.995,2.608,2.762,4.996,5.365,4.803,3.529,5.278,3.99,1.841,5.524,5.1,0.614
Negative_880,0,1.768,2.357,3.89,2.121,2.357,2.357,1.886,4.371,3.418,1.532,6.601,4.441,4.287,4.156,1.65,4.8,4.243,1.061,6.601,4.22,1.768
Negative_1035,0,0.434,3.469,1.301,2.601,2.168,0.434,2.168,5.457,2.601,5.203,4.336,4.074,4.428,3.958,3.035,4.951,0.867,3.035,8.671,5.51,0.867
Positive_474,1,0.836,2.285,2.675,3.01,3.288,0.948,1.839,5.205,2.452,2.174,2.452,5.002,5.04,4.914,3.511,4.964,4.458,1.672,4.458,4.894,1.114
Positive_837,1,0.943,2.122,4.008,3.065,5.187,0.707,2.829,4.158,2.122,1.415,3.537,5.223,4.946,4.234,3.537,4.406,4.244,0.471,7.074,5.07,0.471
Positive_160,1,0.675,4.554,3.711,3.205,2.699,1.687,1.012,4.851,2.53,3.036,2.53,5.511,5.016,4.968,2.53,4.999,2.868,1.855,5.566,5.133,1.855
Positive_899,1,0.0,1.743,2.978,3.632,5.811,2.47,2.325,5.031,1.308,1.889,3.342,4.851,5.203,4.921,3.269,4.716,3.56,2.252,4.577,4.821,1.308
Positive_568,1,1.483,2.51,3.081,3.309,2.168,2.168,1.825,5.129,2.282,2.396,2.624,5.004,4.986,4.935,3.993,4.943,3.651,1.825,3.537,4.514,1.255
Negative_574,0,6.33,0.703,0.0,0.0,0.0,11.254,0.703,4.49,1.407,2.11,4.22,4.614,5.865,5.793,0.0,3.641,0.0,0.0,2.814,4.622,0.703
Positive_970,1,0.502,3.889,2.509,2.509,3.262,1.757,1.129,5.566,1.757,4.015,3.638,5.382,5.137,4.719,3.638,4.996,2.635,2.635,3.638,5.152,1.004
Negative_549,0,0.99,6.195,1.309,1.756,3.161,1.245,1.373,4.813,1.565,2.554,5.269,4.77,4.765,4.585,4.055,4.733,2.331,2.491,4.566,4.603,0.543
Negative_89,0,0.944,3.125,2.182,2.182,2.595,0.884,1.946,4.673,1.533,2.713,6.428,4.721,4.584,4.438,5.189,4.538,2.418,3.715,6.428,4.511,1.239
Positive_1065,1,1.498,2.922,2.323,3.821,4.421,1.498,1.873,5.01,3.147,2.248,2.548,4.864,4.897,4.995,3.147,4.781,3.447,2.098,3.746,5.091,1.573
Positive_381,1,0.775,1.473,4.069,2.558,2.558,1.473,1.821,4.948,2.984,2.674,3.759,4.978,4.915,4.912,2.984,4.894,3.527,2.519,4.34,4.904,1.395
Positive_100,1,0.221,1.326,1.767,1.767,4.418,1.767,1.767,5.319,0.884,4.86,2.43,5.397,5.731,5.686,3.755,5.406,3.534,1.988,4.639,5.135,0.884
Positive_741,1,0.749,2.457,2.415,2.956,3.706,1.707,1.79,5.022,2.457,1.832,3.164,4.945,4.95,4.976,2.873,4.842,3.206,2.04,3.664,4.596,1.749
Positive_467,1,1.339,2.856,2.499,2.32,2.945,1.339,1.606,5.292,2.32,2.41,4.105,4.914,4.584,4.76,2.588,4.796,3.749,2.588,5.087,4.603,1.517
Positive_1056,1,0.071,2.68,3.95,2.821,2.962,1.552,0.917,5.115,1.552,2.962,1.552,5.025,5.303,5.405,4.655,5.283,4.514,1.693,3.456,5.027,1.411
Positive_732,1,0.361,1.083,1.986,2.528,4.515,1.986,3.431,4.334,2.528,1.264,3.25,5.343,4.883,5.484,2.709,4.656,2.167,1.445,5.056,4.944,0.542
Negative_39,0,0.0,2.119,5.298,1.06,1.06,3.179,2.119,4.251,0.0,1.06,8.477,4.52,3.742,4.042,2.119,4.165,1.06,1.06,8.477,4.248,3.179
Negative_1199,0,0.0,2.136,1.068,1.068,2.136,0.534,1.068,4.621,0.0,4.272,2.136,4.763,4.842,3.869,4.272,6.047,3.204,3.204,5.874,5.016,3.204
Negative_1078,0,1.004,3.513,0.753,2.886,1.255,0.878,1.004,5.639,2.007,3.889,4.14,5.033,5.252,5.11,3.387,5.137,2.51,3.513,5.646,4.583,0.753
Negative_817,0,1.532,1.532,1.532,0.383,6.127,1.915,1.149,5.643,0.383,6.127,3.064,5.007,5.829,5.852,0.766,5.383,4.595,1.915,3.446,5.807,1.149
Negative_581,0,0.705,5.05,1.996,2.466,1.409,2.348,1.879,4.712,2.231,2.348,2.701,4.942,4.89,4.614,2.466,4.94,3.405,1.996,6.576,4.916,1.174
Positive_63,1,1.444,3.553,0.444,2.776,0.444,0.333,0.888,4.701,2.11,3.886,3.331,4.859,4.99,4.806,2.554,5.239,4.664,1.332,6.329,5.126,0.444
Positive_277,1,1.278,2.663,2.77,2.823,3.515,2.237,2.876,4.876,2.291,2.13,4.208,4.962,4.762,4.892,3.09,4.57,4.155,1.331,4.421,4.871,1.278
Negative_414,0,2.497,2.497,2.069,3.496,2.283,0.999,2.497,4.766,1.712,2.497,5.352,4.667,4.829,4.58,3.282,4.678,3.71,2.497,5.352,4.742,1.499
Negative_688,0,1.439,4.077,1.918,2.158,1.439,1.918,0.48,5.085,1.918,3.357,4.796,4.663,4.942,5.476,2.878,4.546,4.556,3.117,5.515,4.592,1.439
Positive_90,1,2.071,2.416,2.647,2.532,2.877,1.381,1.151,5.002,2.532,1.381,4.028,4.865,4.645,4.724,3.452,4.523,4.603,1.726,5.179,4.687,1.381
Positive_1038,1,0.715,3.986,2.248,2.044,2.044,1.124,1.022,4.958,1.635,3.168,2.657,5.173,5.148,4.979,3.066,5.279,2.964,2.657,8.484,4.976,1.329
Positive_368,1,0.843,2.368,4.577,2.938,2.619,2.095,2.345,5.097,2.027,2.46,4.327,4.914,4.742,4.798,2.46,4.868,2.391,1.936,6.171,4.87,1.025
Positive_794,1,1.513,1.816,3.026,1.816,1.664,1.967,2.724,4.814,3.631,2.724,3.48,4.427,4.443,4.716,1.362,4.48,4.539,1.059,8.624,5.179,1.816
Negative_9,0,1.769,4.044,0.253,2.528,1.264,0.253,0.253,5.439,1.011,4.549,3.791,5.147,5.732,5.621,2.022,4.927,2.275,3.033,2.022,5.589,1.011
Positive_721,1,1.128,2.397,3.055,2.82,3.807,1.739,2.397,5.147,2.256,2.303,3.055,4.963,4.88,4.993,3.478,5.129,3.431,2.068,6.063,5.059,1.41
Positive_885,1,0.567,3.836,2.784,3.269,2.428,1.262,1.311,4.515,2.007,1.619,5.794,4.581,4.501,4.49,5.988,4.474,3.706,2.007,3.318,4.531,0.89
Positive_1067,1,1.035,2.531,2.646,3.221,2.876,1.496,1.956,5.409,1.726,3.912,2.186,5.647,4.936,5.435,3.106,5.102,3.336,1.611,4.717,5.146,1.151
Positive_540,1,0.689,2.902,2.853,2.311,3.787,2.213,2.361,5.117,2.754,2.262,2.508,4.926,5.132,4.884,4.475,5.114,2.361,2.115,5.705,5.102,1.229
Negative_1239,0,2.133,3.792,1.422,4.502,3.081,0.711,2.606,5.421,1.422,3.792,3.555,4.746,5.031,5.283,4.265,4.606,1.896,2.133,4.976,4.876,1.659
Positive_417,1,1.047,2.211,2.444,2.677,2.561,2.793,1.28,5.474,1.746,3.026,2.328,5.41,4.93,4.976,3.492,5.162,3.142,3.026,5.819,4.777,0.931
Negative_748,0,1.5,2.25,2.813,1.125,1.876,2.813,0.938,4.833,4.126,2.438,3.001,4.924,4.876,4.689,1.876,5.284,3.563,0.75,5.064,5.003,1.876
Positive_1012,1,1.112,2.622,2.966,2.33,1.986,1.271,1.959,4.874,3.151,3.098,3.416,4.793,4.654,4.735,3.681,4.806,3.601,1.827,5.931,4.942,1.298
Positive_1054,1,1.229,3.03,1.965,2.702,3.112,1.229,1.638,5.309,2.129,3.03,4.504,4.961,4.665,4.612,2.702,4.68,4.094,2.539,4.34,4.604,1.884
Positive_216,1,0.866,2.272,2.597,2.597,4.003,1.298,2.597,5.073,2.921,2.489,3.787,4.965,5.204,4.84,4.112,4.88,3.463,1.407,4.869,4.958,1.407
Positive_1168,1,0.22,1.979,2.859,2.639,4.838,1.979,1.539,5.195,1.979,2.639,3.299,5.192,5.341,5.06,4.618,5.029,2.419,1.539,7.037,4.985,1.76
Negative_309,0,2.146,2.504,1.431,2.504,1.073,0.715,1.073,4.722,0.715,3.935,6.439,4.425,4.671,5.184,1.789,5.131,2.504,2.862,6.439,4.562,1.431
Negative_246,0,0.299,7.508,0.987,2.556,1.639,0.635,0.476,4.987,0.688,3.825,2.926,5.238,4.2,5.171,3.296,5.108,3.542,1.851,3.737,5.171,0.317
Positive_10,1,0.765,3.826,1.53,3.061,0.0,0.51,1.275,5.646,1.275,5.356,2.55,5.006,5.085,5.579,3.061,4.96,4.081,1.53,5.866,5.198,0.255
Negative_1038,0,2.118,4.989,1.367,1.982,2.733,1.572,1.572,4.412,1.64,2.597,6.219,4.608,4.536,4.42,3.963,4.644,1.982,3.417,4.647,4.235,0.615
Positive_499,1,0.921,1.841,3.682,1.381,8.284,2.301,2.301,5.156,1.381,0.921,0.921,5.755,4.914,4.409,3.682,5.316,1.381,0.921,2.761,5.349,1.841
Negative_1105,0,1.979,4.041,2.391,2.474,3.216,0.825,1.979,4.772,1.32,2.804,5.607,4.837,4.534,4.383,3.216,4.696,3.381,2.226,4.947,4.683,1.072
