id,label,APAAC5,APAAC10,APAAC12,APAAC19,APAAC15,APAAC4,APAAC14,APAAC16,APAAC3,APAAC6,APAAC20,APAAC13,APAAC7,APAAC2,APAAC11,APAAC18,APAAC23,APAAC9,APAAC29,APAAC39,APAAC1,APAAC24,APAAC8,APAAC34,APAAC17,APAAC28,APAAC40,APAAC32
Positive_562,1,0.505,2.776,2.272,3.533,3.533,6.309,3.029,8.328,4.038,2.524,8.833,2.272,4.795,4.795,9.842,0.505,-0.666,2.272,-2.818,3.381,11.861,-0.512,9.085,-2.254,11.357,0.359,2.561,-1.947
Positive_692,1,1.203,3.128,1.684,2.406,1.444,0.963,1.684,2.647,1.203,1.684,3.85,0.963,1.203,2.647,6.737,0.963,1.821,0.481,3.726,3.388,4.09,1.8,2.647,1.673,0.722,3.726,0.762,3.599
Positive_1102,1,3.13,3.825,4.521,4.869,4.173,6.955,6.259,7.651,2.086,8.693,7.303,3.13,5.217,6.259,15.302,1.391,-3.539,2.782,-2.22,-3.779,10.433,-4.799,9.737,3.839,6.259,0.12,-4.139,-4.019
Negative_816,0,3.654,3.654,2.658,1.328,3.322,1.661,1.328,8.306,2.99,8.97,3.654,1.993,4.319,4.319,8.637,1.328,0.655,1.328,-0.509,0.255,3.986,-1.892,2.99,-2.765,2.325,4.147,3.419,0.509
Positive_331,1,1.607,6.832,9.243,5.224,2.813,6.43,8.44,5.626,2.813,2.411,10.047,3.216,5.224,6.832,8.842,2.411,-9.88,2.01,-5.569,-13.533,13.663,-7.904,12.459,-2.335,3.617,6.228,-6.287,-8.743
Negative_410,0,2.736,2.736,2.007,2.189,11.492,2.189,2.736,6.385,1.095,5.29,5.838,1.095,6.567,10.215,16.783,0.912,-1.252,2.736,-2.554,-1.953,6.567,-0.25,7.661,0.551,2.918,0.2,0.851,1.352
Negative_343,0,2.268,2.722,5.897,2.041,5.897,4.536,2.495,7.712,2.722,5.897,4.536,1.361,4.309,5.444,6.351,2.722,-1.726,1.361,-1.325,1.084,3.855,-0.843,4.083,0.923,4.083,1.004,0.803,5.42
Positive_765,1,3.248,7.658,6.729,4.641,3.248,7.426,4.873,4.641,5.337,6.961,6.265,4.873,5.105,5.801,7.426,0.232,-6.822,2.321,-1.819,-2.786,11.37,-2.729,9.049,3.184,6.497,2.786,2.047,2.274
Positive_64,1,1.025,1.366,0.683,1.281,2.221,0.854,2.306,3.331,1.025,1.281,3.501,0.427,0.939,3.929,3.416,0.683,3.886,0.256,2.92,3.472,5.637,2.644,4.014,2.407,1.281,1.874,2.821,1.558
Positive_31,1,2.762,1.227,3.222,1.074,2.302,1.227,0.921,2.302,1.074,2.455,1.688,1.227,1.995,2.916,2.455,0.767,5.536,1.688,2.848,1.193,1.227,4.325,2.148,5.696,0.921,3.364,2.011,2.706
Positive_102,1,2.057,2.835,3.113,2.334,4.058,3.891,2.445,6.503,2.39,5.669,5.502,1.389,3.057,5.058,7.781,1.556,0.417,2.112,1.591,1.97,5.614,0.303,4.836,0.038,3.558,0.0,2.197,2.992
Positive_472,1,1.203,4.81,2.673,2.272,1.336,1.737,3.073,4.543,1.737,1.871,3.474,0.802,0.936,1.47,5.212,0.802,3.175,1.47,4.915,1.623,2.94,0.8,2.539,1.505,2.138,2.728,0.941,2.234
Positive_274,1,2.93,6.594,6.594,1.71,4.396,5.862,4.152,8.059,3.907,7.571,5.617,3.664,4.152,4.884,7.815,0.733,-3.157,1.954,-0.691,-1.579,5.862,-0.74,5.862,1.431,6.35,3.059,-0.296,0.345
Negative_365,0,1.495,0.996,0.498,1.495,1.495,1.495,0.996,1.993,0.0,2.491,2.491,0.498,2.491,2.989,8.468,1.993,0.092,0.498,3.185,0.894,6.476,2.933,3.985,7.974,2.989,3.323,-1.077,1.054
Positive_333,1,4.285,5.999,5.427,2.857,3.714,4.856,5.142,8.856,3.999,6.57,7.713,3.999,5.713,6.856,10.57,1.143,-6.876,2.286,-2.49,0.83,11.713,-3.201,11.713,-2.905,5.142,-2.371,3.023,-4.505
Positive_392,1,1.568,3.919,3.919,3.396,8.36,3.657,6.792,7.837,4.703,8.099,8.882,4.18,7.315,10.711,19.332,2.351,-7.95,4.18,0.723,6.242,10.972,-5.979,6.269,-5.65,4.963,0.657,3.219,-1.38
Negative_738,0,3.733,0.0,1.866,1.866,13.064,0.0,7.465,13.064,5.599,7.465,11.198,5.599,11.198,3.733,11.198,0.0,-2.939,5.599,1.881,7.29,1.866,-2.939,9.332,-1.529,3.733,-4.468,5.35,9.053
Negative_1206,0,3.481,0.0,0.0,13.226,0.696,0.0,4.176,5.569,0.0,0.0,0.0,0.696,0.0,2.089,2.089,0.0,1.973,0.0,1.833,2.96,0.0,0.648,24.364,0.846,0.0,1.917,1.381,1.071
Positive_680,1,1.764,5.682,5.486,3.135,5.094,5.877,4.702,8.229,2.351,5.877,6.27,2.155,4.898,7.249,10.188,2.155,-1.05,3.526,-1.934,-3.26,11.167,-2.541,9.992,-0.0,4.702,0.773,-1.215,1.16
Positive_537,1,1.44,6.741,3.976,5.301,5.761,6.568,5.704,6.049,6.799,5.185,6.222,2.362,4.897,5.013,7.663,2.708,0.158,2.42,0.105,-0.211,5.416,-2.789,6.625,1.789,8.412,0.211,-0.0,-1.842
Negative_441,0,0.0,2.212,3.87,1.106,7.189,3.318,0.553,4.424,1.106,3.87,3.318,2.765,1.659,2.212,11.059,1.106,1.475,1.659,1.924,-0.866,4.977,2.213,5.53,-3.079,2.212,1.347,-0.802,4.169
Negative_510,0,1.926,2.962,3.11,1.777,6.369,3.851,3.703,9.777,2.962,5.925,4.74,0.592,3.407,3.407,10.221,1.333,3.168,2.518,2.354,-0.043,5.184,1.241,6.517,3.296,5.332,-1.413,-0.685,0.771
Positive_1089,1,1.242,4.348,6.211,1.863,1.863,4.658,2.484,3.416,2.795,5.59,4.037,1.553,2.795,3.105,4.658,0.31,-2.069,0.31,-3.591,2.252,2.484,-2.83,4.968,4.778,2.173,9.312,2.465,1.035
Negative_1118,0,0.0,1.016,3.217,0.677,3.047,3.725,2.031,5.756,2.201,2.709,1.185,0.677,2.031,4.909,2.539,0.339,-2.728,2.201,1.801,2.445,4.233,1.081,5.756,4.658,3.217,2.265,3.731,5.378
Negative_714,0,2.37,3.792,3.318,5.214,8.058,4.266,1.896,7.584,1.422,2.37,9.954,4.74,3.792,10.428,7.584,1.422,-2.625,1.422,-2.928,4.997,10.428,0.05,8.058,1.767,2.844,-2.12,1.817,-0.656
Negative_567,0,4.897,0.0,0.0,20.812,1.224,2.449,6.121,6.121,2.449,0.0,0.0,1.224,0.0,4.897,3.673,0.0,-1.102,0.0,-0.793,0.661,0.0,0.088,34.279,-1.454,0.0,-0.881,0.22,-2.777
Positive_456,1,0.642,2.354,5.135,1.283,3.851,4.493,1.283,9.841,1.07,7.274,8.772,2.139,8.985,4.065,8.772,0.856,-5.525,1.711,-1.996,0.65,9.413,-3.018,5.135,8.171,5.776,2.786,1.625,-1.114
Positive_1170,1,0.0,4.998,4.998,6.854,4.855,4.713,2.427,10.139,8.14,5.141,5.426,2.57,5.997,3.142,7.568,1.143,-5.903,1.285,-1.232,-1.181,8.282,-3.953,6.283,0.513,8.71,-0.821,0.154,-1.848
Positive_760,1,2.297,6.893,6.127,3.83,6.511,5.745,4.212,5.362,6.511,8.808,12.255,1.532,8.426,5.362,11.872,2.681,-0.196,4.212,-5.632,4.519,11.489,-2.03,10.723,-2.62,6.127,-7.728,-0.065,-1.31
Positive_436,1,4.226,6.866,9.507,5.281,4.753,8.979,7.923,5.81,5.281,8.979,3.169,4.226,5.81,5.81,13.733,2.113,0.297,1.584,4.694,0.713,5.81,3.327,4.753,1.961,4.226,-4.813,-2.733,2.139
Positive_996,1,0.547,0.547,2.007,1.277,9.67,2.555,0.912,2.737,0.547,4.379,1.642,0.912,2.372,3.284,8.028,0.365,5.531,0.183,4.502,1.055,4.379,3.422,3.467,4.657,1.642,2.753,2.11,0.489
Positive_982,1,1.856,4.95,3.3,2.063,6.6,4.743,3.713,8.043,1.443,7.631,6.806,1.65,4.331,6.393,12.581,1.65,-2.975,2.888,-0.504,-1.16,8.043,-3.681,6.393,-3.177,5.775,-0.303,-1.109,0.05
Positive_442,1,2.011,3.62,9.251,3.62,5.631,3.62,5.631,4.424,3.218,5.631,7.642,1.609,4.424,2.011,8.849,1.206,3.067,2.815,2.311,1.511,3.218,4.533,6.436,4.267,4.022,-7.244,0.978,4.489
Negative_606,0,5.505,6.882,6.194,4.129,5.505,3.44,7.57,10.322,4.129,6.882,5.505,2.065,4.817,3.44,11.699,1.377,4.571,0.688,-4.292,3.177,6.194,1.672,9.634,-1.394,5.505,4.515,2.23,-4.459
Positive_172,1,3.517,10.552,8.988,5.08,7.425,7.425,5.472,3.908,5.862,8.988,5.862,2.735,3.517,4.69,10.943,0.782,-7.951,5.472,-6.972,2.385,7.035,-2.569,7.035,2.446,7.035,0.673,2.63,0.306
Negative_260,0,1.429,3.038,2.68,1.608,6.077,4.825,6.077,6.791,4.289,4.111,7.685,2.502,4.825,7.863,10.902,1.251,-3.057,2.68,-0.485,0.097,8.578,-2.426,5.719,2.086,4.111,0.388,0.582,0.679
Positive_540,1,1.71,7.084,9.404,5.496,7.206,5.74,6.84,6.229,5.863,11.114,5.863,3.053,5.252,5.618,14.168,1.221,-3.36,4.03,-0.747,-4.792,7.572,-4.045,5.74,-2.8,5.252,3.796,-3.049,-4.854
Positive_11,1,4.521,8.015,4.521,3.494,4.316,4.932,2.672,9.865,5.96,4.727,7.399,1.439,2.672,5.137,4.521,2.467,0.241,1.85,2.651,3.133,2.877,-1.687,8.015,-3.904,6.987,-0.53,3.422,0.482
Positive_484,1,0.702,4.914,5.756,1.825,4.492,4.071,2.808,6.037,2.948,5.897,7.16,1.685,3.089,5.475,7.3,1.123,0.602,1.404,1.248,-0.861,7.3,1.42,8.283,3.012,3.791,0.258,0.775,2.324
Negative_485,0,1.691,1.393,3.084,1.393,3.382,2.288,2.885,4.775,3.183,3.283,3.084,1.293,3.681,5.77,6.367,0.796,0.813,1.592,4.484,0.481,3.581,1.324,3.681,-0.09,2.985,2.738,0.06,2.076
Negative_359,0,2.597,1.818,3.635,3.635,10.386,2.597,2.597,14.021,4.155,5.453,4.934,2.597,4.674,4.674,5.712,0.519,-0.048,1.818,-0.726,-0.387,8.828,-0.387,8.828,0.969,3.375,-1.308,-0.339,4.455
Positive_343,1,2.58,5.529,9.583,5.16,7.002,6.635,4.792,7.002,6.265,8.477,9.951,1.843,4.055,5.529,13.269,1.106,0.238,3.686,-1.131,-3.929,8.477,-3.036,5.529,1.131,2.58,-4.167,-8.155,-0.655
Positive_207,1,2.345,3.81,6.155,4.103,2.931,2.638,5.569,5.862,1.172,2.931,6.155,4.103,3.81,2.638,9.379,0.586,0.794,0.88,1.809,2.338,9.086,-1.367,9.672,-1.059,4.396,2.338,0.706,-2.514
Negative_282,0,3.532,3.532,1.766,0.883,2.649,0.883,5.298,3.532,0.0,0.883,4.415,8.83,2.649,4.415,2.649,0.0,6.941,0.0,-2.267,3.035,5.298,1.291,15.012,3.069,3.532,1.36,0.872,0.628
Negative_805,0,1.018,4.073,5.601,5.346,9.674,3.055,2.291,10.693,4.328,3.564,4.837,4.328,9.165,2.546,6.619,1.018,-3.721,2.291,3.669,-2.171,8.401,-2.067,6.365,0.879,8.147,0.672,-2.222,0.62
Negative_1167,0,1.862,5.475,4.49,2.081,7.447,3.723,4.271,8.761,4.599,6.571,6.68,2.19,3.614,2.957,7.994,0.986,1.678,2.738,-2.423,0.466,5.585,2.47,6.132,1.584,5.037,-0.606,0.792,0.466
Negative_85,0,5.484,0.499,1.496,0.997,4.986,2.493,1.496,2.493,0.997,4.487,1.994,1.994,3.989,5.983,10.47,0.0,-3.718,0.499,-1.579,2.435,8.476,-2.468,3.49,3.883,3.49,3.949,1.119,2.402
Negative_1189,0,5.056,3.37,5.056,1.685,1.685,1.685,6.741,0.842,1.685,1.685,4.213,2.528,0.0,2.528,3.37,0.0,10.46,2.528,-1.928,-2.57,2.528,8.019,1.685,2.493,2.528,5.68,-0.437,1.516
Positive_1206,1,0.289,1.734,2.891,2.313,7.516,6.939,3.758,2.602,2.313,5.203,10.696,2.023,5.203,8.384,11.564,0.0,2.029,2.023,-2.435,0.0,12.431,-1.116,7.516,0.71,6.071,3.247,0.71,-0.71
Positive_895,1,0.63,5.67,7.56,1.89,3.15,3.78,1.89,4.41,1.89,5.67,7.56,3.78,3.15,5.04,6.3,0.0,-2.007,0.0,-5.528,3.358,8.82,1.433,6.93,2.293,3.78,9.828,6.347,4.054
Negative_252,0,3.203,1.878,1.436,1.104,8.504,2.871,2.098,10.05,0.553,2.982,4.418,0.994,1.657,6.075,9.166,0.773,-2.73,1.546,2.213,1.365,4.97,-1.107,5.743,0.184,3.755,2.84,1.143,1.254
Negative_303,0,4.231,1.41,0.706,0.706,8.462,1.41,0.706,7.757,3.526,3.526,7.757,1.41,9.168,7.757,11.282,3.526,3.17,5.641,2.658,-5.112,5.641,1.227,13.398,-6.748,4.231,2.71,-3.528,-1.431
Positive_813,1,1.76,5.416,3.927,3.114,3.927,3.114,3.114,5.416,2.978,3.791,5.01,1.895,1.625,2.437,8.395,1.489,1.436,0.948,2.769,3.111,3.656,0.855,2.708,3.009,3.656,2.564,1.744,0.137
Negative_843,0,2.286,2.286,5.028,3.2,5.943,3.2,1.372,2.743,3.2,4.571,5.028,1.829,1.372,4.114,5.028,0.914,1.168,4.571,-1.461,2.077,2.286,0.26,1.829,3.116,4.114,2.175,0.552,7.92
Negative_1315,0,1.625,3.249,5.687,2.438,17.06,3.249,5.687,12.186,1.625,8.937,13.811,1.625,4.875,6.5,4.062,2.438,-3.294,4.875,-0.373,3.108,4.875,-5.531,9.749,4.226,9.749,-2.548,5.842,-12.244
Negative_706,0,0.489,2.938,2.775,1.469,4.08,3.428,0.979,5.713,2.122,5.713,8.324,2.122,6.692,2.775,5.387,0.979,2.381,1.959,-0.411,-2.34,11.426,0.369,4.733,2.627,7.998,0.246,-0.862,-1.806
Positive_777,1,1.499,7.499,6.0,1.0,3.0,5.499,3.499,4.0,5.499,8.0,10.0,3.499,3.499,4.499,9.499,1.0,-3.568,3.499,2.982,0.319,6.499,-6.283,9.0,-0.958,10.0,-2.183,2.183,-0.053
Negative_41,0,3.272,5.727,3.272,0.818,5.727,0.0,1.636,7.362,4.908,3.272,3.272,4.908,7.362,4.908,10.635,0.818,-5.09,4.908,-5.14,0.649,9.816,-0.948,8.181,2.794,8.998,1.896,-0.699,-0.25
Positive_560,1,0.643,5.789,4.717,3.001,3.001,3.43,1.715,3.43,1.93,6.217,4.074,2.144,3.859,4.288,6.004,0.643,-3.973,1.501,-4.149,2.215,6.004,-1.723,4.288,6.962,3.645,6.224,2.426,0.352
Positive_37,1,1.526,1.018,2.29,1.526,5.088,4.325,3.307,4.579,1.272,5.851,8.14,1.781,2.035,5.851,10.684,0.254,-1.043,1.781,0.167,3.212,9.666,-2.378,8.395,1.001,4.07,3.588,3.504,0.793
Positive_1080,1,1.016,4.788,3.627,2.612,3.483,3.338,4.353,4.788,3.627,3.192,2.902,2.757,2.322,4.063,6.239,1.161,2.885,1.161,1.89,-0.298,4.643,2.719,3.047,1.757,3.192,1.525,-0.398,3.017
Negative_556,0,1.395,1.859,1.395,1.859,3.254,2.324,0.929,4.648,0.929,5.113,2.789,1.859,2.324,5.113,8.832,0.465,3.828,1.395,0.957,0.297,10.226,2.871,7.438,0.33,1.859,2.31,1.815,2.343
Negative_1284,0,2.735,2.345,1.759,3.127,5.276,2.345,3.127,6.252,0.977,4.494,4.103,0.586,3.713,3.127,11.137,1.172,4.481,1.368,-1.671,0.64,4.689,4.908,4.494,2.525,4.299,3.023,-0.32,0.676
Negative_646,0,5.352,1.529,6.881,1.529,2.294,0.765,0.765,4.587,1.529,6.116,2.294,1.529,6.116,2.294,2.294,0.0,-3.613,0.0,1.872,4.835,3.823,0.884,1.529,2.365,0.765,2.859,6.785,-1.17
Negative_623,0,0.0,1.943,1.166,0.777,7.381,5.05,0.389,4.661,1.554,9.712,4.661,1.943,4.661,2.719,5.05,1.554,-2.264,1.943,-1.797,-0.97,6.992,2.407,6.992,2.982,2.719,7.043,-0.898,-3.234
Positive_253,1,2.109,7.229,8.736,3.615,6.326,6.326,6.326,7.229,4.82,6.326,8.435,3.615,5.422,6.929,10.242,2.109,-7.578,3.313,-2.396,3.562,13.255,-4.858,10.845,0.842,6.326,-0.777,2.655,-1.943
Negative_532,0,3.044,0.338,5.073,1.691,4.397,4.735,3.044,6.427,0.677,7.102,5.073,3.044,5.412,3.721,8.117,2.706,-1.543,1.691,-1.306,0.752,5.75,-2.295,4.397,4.432,2.706,5.501,0.673,-5.698
Negative_1,0,1.701,3.402,1.361,0.34,3.742,2.722,9.866,7.485,1.361,2.381,3.062,1.021,1.361,3.062,9.526,0.34,0.549,1.361,3.264,-1.067,2.722,0.226,3.742,-0.162,4.083,3.975,-1.002,0.291
Positive_510,1,0.758,4.325,3.491,1.479,1.745,2.58,3.187,5.046,2.693,3.073,4.135,1.442,2.504,2.58,7.512,1.025,0.645,0.987,1.788,2.227,3.339,0.821,3.225,1.407,3.491,1.934,1.553,3.517
Positive_667,1,1.921,2.304,6.145,2.689,4.609,2.304,8.065,4.225,4.609,5.377,7.297,1.153,6.529,0.768,8.834,1.153,1.394,1.921,4.309,-0.169,4.225,0.422,6.913,3.38,3.457,-3.549,-1.056,4.351
Positive_217,1,0.624,4.263,3.536,1.871,2.911,3.171,2.859,4.523,2.34,3.432,4.471,1.56,1.716,2.287,6.187,0.832,3.056,1.3,3.056,1.04,6.551,1.638,5.355,1.323,3.224,2.899,0.284,-0.032
Positive_124,1,4.101,6.26,7.122,3.021,4.317,5.827,4.748,7.986,4.101,7.338,5.827,3.237,3.454,4.101,10.144,0.0,-4.848,2.806,0.101,4.545,6.691,-2.121,6.043,0.657,3.885,1.566,3.03,-2.98
Negative_1242,0,2.537,1.329,2.899,1.57,2.899,2.658,0.846,2.537,2.295,4.832,1.57,0.604,1.691,3.624,3.745,0.604,3.516,1.691,0.662,3.562,2.658,3.881,3.262,2.055,1.812,4.11,4.589,3.014
Positive_657,1,0.521,3.648,3.821,3.3,1.911,1.39,3.821,3.474,2.779,1.737,3.474,2.085,1.911,1.563,5.732,2.779,2.536,1.39,1.936,-0.273,3.126,3.709,3.474,2.891,2.605,1.282,0.0,1.827
Negative_916,0,2.632,1.675,3.111,3.111,6.939,3.828,2.872,5.742,3.828,5.025,5.025,1.675,3.111,4.546,6.46,2.872,-0.0,2.872,2.953,-1.208,9.57,1.163,9.81,-1.253,4.786,2.729,1.7,2.327
Negative_1037,0,0.0,0.0,3.239,0.0,10.797,2.159,2.159,5.399,3.239,2.159,7.558,2.159,4.319,7.558,2.159,3.239,2.239,4.319,0.037,8.37,4.319,0.991,3.239,-0.294,5.399,5.323,1.395,0.918
Negative_565,0,4.883,0.0,0.0,12.555,0.697,0.0,4.883,7.672,0.697,0.0,0.0,0.697,0.0,2.092,1.395,0.0,2.228,0.697,1.224,2.825,0.0,1.099,26.505,1.067,0.0,2.354,-0.439,0.534
Positive_978,1,1.774,5.143,6.208,3.724,5.321,6.208,3.724,8.513,2.838,5.498,6.916,3.547,3.015,5.675,9.577,0.71,-1.958,3.902,-0.343,5.727,5.852,0.098,5.675,0.196,4.079,-0.489,7.146,-1.175
Positive_299,1,0.0,3.289,1.001,2.002,3.146,0.572,2.288,3.003,1.859,1.573,1.43,2.288,0.858,1.001,9.009,1.287,3.888,0.286,3.365,3.433,3.861,2.296,1.716,1.91,5.005,2.433,2.183,0.546
Negative_1088,0,2.48,2.48,2.48,0.0,8.266,0.827,1.653,9.92,2.48,9.093,9.093,1.653,4.134,8.266,14.88,0.827,9.287,4.134,-3.454,-3.058,12.4,2.435,13.227,-0.34,4.96,1.869,-1.019,0.283
Positive_204,1,0.739,4.707,2.769,3.322,7.567,5.444,3.045,8.49,2.03,7.843,10.243,2.769,5.076,5.076,14.673,1.384,-3.855,3.414,0.863,-0.69,10.151,-5.293,8.858,2.359,7.475,-1.438,-0.46,0.288
Negative_300,0,9.096,3.411,2.274,1.138,12.507,2.274,6.822,15.918,2.274,6.822,5.685,3.411,3.411,6.822,13.645,5.685,2.006,9.096,-1.433,-5.874,11.371,-0.573,13.645,-4.298,7.96,-10.602,-5.372,-6.447
Negative_255,0,0.723,5.303,0.964,2.17,3.616,2.652,2.41,2.41,1.688,2.652,3.134,2.41,1.688,1.446,7.955,0.964,3.174,1.446,4.979,5.937,3.375,2.107,2.652,2.654,5.062,-0.082,3.393,-0.192
Negative_1133,0,2.916,3.564,2.916,3.24,5.184,2.268,4.212,4.86,1.944,2.916,5.508,2.592,3.24,2.268,8.1,0.648,3.324,0.648,3.938,6.936,5.508,3.288,4.212,0.723,5.508,-0.072,0.253,-0.253
Positive_785,1,0.311,1.554,4.972,0.466,7.226,3.341,0.699,6.138,1.01,4.584,3.186,0.699,2.564,2.331,3.341,0.0,0.088,1.554,0.589,1.031,4.662,3.651,6.371,3.151,3.885,4.005,5.094,3.622
Negative_734,0,1.277,1.277,1.916,1.916,6.386,2.554,5.747,5.747,1.277,5.108,1.916,1.916,2.554,10.217,10.217,1.916,1.346,1.277,-6.296,-1.737,8.301,0.868,12.771,-0.174,2.554,-1.78,2.692,2.084
Negative_341,0,6.14,7.163,10.233,1.023,7.163,3.07,1.023,4.093,1.023,2.047,5.116,1.023,2.047,3.07,10.233,2.047,-0.687,1.023,-5.012,4.77,1.023,-2.789,7.163,1.293,5.116,-0.04,6.103,2.142
Negative_70,0,1.176,1.68,2.016,2.52,3.024,3.024,1.176,4.032,1.176,4.536,4.032,0.672,4.032,5.041,5.544,1.512,1.438,1.512,2.531,1.5,7.224,1.094,5.208,2.469,3.36,0.188,-0.281,1.125
Positive_743,1,2.35,2.686,5.371,3.693,8.058,4.029,5.036,6.043,3.693,5.707,7.722,2.686,7.722,5.707,14.437,3.693,-6.639,2.686,-3.29,3.643,11.751,-6.522,8.058,-2.409,6.38,0.881,4.172,-6.816
Negative_1058,0,2.903,4.777,4.028,2.716,6.182,4.683,2.903,8.43,2.997,6.744,5.619,2.342,6.088,6.931,14.049,1.593,-2.997,3.559,-1.332,0.666,10.584,-3.274,7.586,0.666,6.275,-1.11,-0.444,-1.554
Negative_1008,0,1.578,1.722,0.574,1.005,3.731,1.435,2.009,5.022,0.861,1.578,4.304,1.435,1.291,4.161,7.031,1.578,3.46,1.291,2.156,3.008,6.744,1.65,3.444,1.65,2.439,2.662,0.665,2.342
Positive_373,1,3.842,7.007,5.651,3.39,7.232,4.973,3.39,7.459,4.295,6.781,7.007,3.39,2.938,4.747,10.171,1.13,-2.206,2.034,-3.746,0.718,6.781,-0.872,6.781,3.797,3.616,2.36,3.438,-4.566
Negative_898,0,0.386,1.542,3.085,0.386,3.47,1.542,0.386,3.47,3.085,5.784,1.928,1.542,1.542,3.856,1.542,0.0,0.437,0.386,2.363,1.052,1.928,1.152,0.771,1.43,3.085,4.786,4.805,3.554
Positive_29,1,1.891,3.783,1.182,1.537,3.546,2.364,3.191,4.492,2.837,2.483,4.846,1.537,1.891,2.364,4.729,1.773,1.522,0.946,4.37,2.96,5.319,1.1,2.955,1.945,2.719,3.637,2.284,3.496
Negative_302,0,1.939,0.0,1.551,0.388,10.082,1.551,3.878,5.429,1.551,2.326,1.939,0.775,2.326,9.694,5.816,1.551,3.839,1.163,-0.928,3.519,3.102,1.567,5.816,1.152,3.102,0.768,2.783,1.919
Positive_1201,1,0.915,3.389,3.068,1.435,1.856,2.474,3.439,3.958,2.598,3.216,3.488,1.905,1.41,2.029,4.998,0.693,1.608,0.445,2.227,1.583,2.82,0.915,2.82,2.227,2.524,2.375,1.979,2.796
Positive_641,1,1.913,5.95,6.588,4.887,6.162,4.25,2.975,4.25,3.612,8.925,8.499,3.4,2.762,6.588,11.05,2.337,-6.464,2.762,-0.442,-4.475,7.224,-6.464,8.925,-1.934,7.438,1.713,-0.055,-0.552
Negative_977,0,2.482,2.245,2.955,1.3,5.2,3.428,2.955,5.673,2.364,5.673,5.909,1.181,3.782,6.382,6.736,0.709,1.519,1.654,-1.947,-1.051,8.509,0.935,5.2,2.103,3.545,2.843,2.259,1.947
Negative_758,0,1.632,2.61,4.242,2.284,5.221,3.916,3.263,3.59,2.61,5.221,4.242,2.61,4.242,3.916,6.527,1.632,3.963,1.958,2.667,1.185,5.874,4.852,4.895,0.815,3.59,0.407,2.481,-0.63
Negative_516,0,3.092,1.546,0.928,1.34,7.833,2.886,2.165,6.596,2.886,7.215,7.318,0.515,2.783,7.936,9.07,1.65,1.571,1.237,-0.19,-0.238,12.266,3.19,10.204,0.238,5.772,0.81,-0.762,0.048
Negative_730,0,1.38,2.562,4.633,2.07,4.337,2.07,1.873,7.786,2.661,5.913,4.534,1.577,2.957,4.041,6.998,1.183,1.431,2.76,-0.565,-0.0,5.717,2.523,6.111,3.69,4.139,2.033,0.452,1.242
Positive_740,1,1.238,9.281,12.375,9.899,3.713,8.043,10.518,4.949,14.849,8.662,5.568,1.238,3.713,3.094,12.993,0.619,-2.807,1.856,2.742,-9.334,6.187,-5.091,6.187,1.436,5.568,-1.175,-8.616,-0.849
Positive_1064,1,1.27,6.029,6.664,3.809,7.616,6.029,7.299,8.569,7.933,8.25,9.837,1.904,4.76,6.982,11.742,2.856,-3.08,2.856,-2.163,3.277,10.789,-2.031,8.886,-0.983,6.982,0.262,4.194,-1.966
Positive_1026,1,1.452,2.904,6.292,4.356,1.452,7.26,2.904,5.808,5.808,7.744,2.904,2.42,4.84,3.388,10.648,0.484,-7.263,4.84,2.391,2.702,6.292,-3.499,3.388,3.41,3.388,1.683,3.587,-0.531
Positive_454,1,1.794,7.323,5.978,8.37,4.334,6.875,4.633,9.565,5.978,5.978,7.323,2.242,4.483,4.483,9.266,3.139,-0.801,2.839,-2.118,0.401,5.978,-1.088,6.427,0.343,7.472,-5.323,-1.202,1.145
Negative_407,0,2.715,3.215,3.358,1.5,5.573,4.715,5.215,10.288,1.572,6.859,6.715,2.0,5.715,6.573,15.146,1.572,-2.079,3.572,-0.52,-0.364,9.502,-2.495,4.215,1.091,3.929,1.559,-1.195,-1.195
Negative_871,0,2.285,2.57,2.57,2.285,5.998,2.285,0.857,7.997,2.285,2.57,3.713,1.143,3.713,4.284,9.996,0.571,3.627,2.57,-3.011,-0.798,4.855,2.14,5.141,1.415,4.855,2.865,0.073,3.047
Negative_479,0,1.876,1.094,1.094,1.094,3.127,1.564,2.189,4.065,0.938,0.938,4.221,1.407,2.032,4.847,9.537,0.625,5.136,1.72,1.617,-0.312,7.505,2.469,3.596,1.22,3.283,4.143,0.142,0.454
Negative_0,0,10.17,4.068,8.136,10.17,0.0,0.0,6.102,14.238,0.0,4.068,4.068,4.068,2.034,8.136,8.136,10.17,2.593,0.0,-6.795,3.786,0.0,-1.4,2.034,11.722,8.136,8.299,-0.934,6.898
Positive_991,1,2.09,4.18,4.18,1.974,3.948,4.063,2.786,4.528,2.786,6.269,3.831,2.786,2.554,4.992,5.921,0.697,1.377,1.509,0.103,0.207,4.063,1.102,2.322,3.442,3.367,1.205,2.685,2.203
Positive_306,1,0.481,1.97,3.869,1.25,1.538,3.1,1.082,4.854,1.586,3.797,1.225,0.625,2.043,2.764,3.316,0.625,1.952,1.49,1.356,2.424,1.682,3.226,2.307,3.596,1.49,3.863,3.801,4.52
Positive_43,1,1.983,2.691,1.416,1.699,1.841,1.275,2.691,2.407,2.266,0.991,4.956,1.133,1.558,1.699,6.372,0.708,4.772,0.708,3.714,1.622,5.098,2.398,2.691,1.481,2.832,2.351,0.752,0.705
