id,label,_NormalizedVDWVC1,_PolarityC2,_NormalizedVDWVT23,_HydrophobicityC2,_NormalizedVDWVC3,_ChargeC3,_ChargeD2001,_SolventAccessibilityD3001,_HydrophobicityD3001,_PolarityD1001,_HydrophobicityT13,_SecondaryStrD1001,_SecondaryStrC2,_PolarizabilityC3,_SolventAccessibilityC3,_PolarizabilityT13,_PolarizabilityD3001,_NormalizedVDWVC2,_PolarityT13,_NormalizedVDWVD3001,_PolarizabilityC2,_PolarityD3001,_ChargeT23,_SecondaryStrD2001,_ChargeC2,_SolventAccessibilityC2,_SecondaryStrT12,_PolarizabilityD2001,_SolventAccessibilityT12,_SolventAccessibilityD2001,_ChargeT13,_SecondaryStrC3,_SolventAccessibilityD1001,_NormalizedVDWVD1001,_HydrophobicityC1,_NormalizedVDWVD2001,_PolarityC1,_SecondaryStrT13,_SecondaryStrT23,_PolarityC3,_HydrophobicityD2001,_HydrophobicityD1001,_PolarizabilityC1,_ChargeD1075,_HydrophobicityC3,_SolventAccessibilityT13,_ChargeD3001,_SecondaryStrD3001,_PolarityD2001,_PolarityT23,_ChargeD1050,_SecondaryStrD1075,_SolventAccessibilityC1,_PolarizabilityD1001,_ChargeT12,_SecondaryStrC1,_ChargeD1025,_ChargeD3100,_PolarityD1025,_ChargeC1,_SecondaryStrD2075,_PolarityT12,_ChargeD3075,_PolarizabilityT23,_SecondaryStrD2025,_NormalizedVDWVD3050,_ChargeD3050,_SecondaryStrD3050,_ChargeD3025,_NormalizedVDWVD3025,_HydrophobicityT12,_PolarityD1050,_SolventAccessibilityD2075,_PolarizabilityD3075,_PolarizabilityD1050,_SolventAccessibilityD1025,_SolventAccessibilityT23,_SolventAccessibilityD1075,_PolarityD2050,_PolarityD1075,_PolarizabilityT12,_ChargeD1001,_PolarizabilityD3050,_HydrophobicityD3025,_SecondaryStrD2050,_ChargeD2075,_SecondaryStrD3025,_PolarizabilityD3025,_SecondaryStrD3075,_SolventAccessibilityD3025,_PolarizabilityD2075,_NormalizedVDWVD1075,_NormalizedVDWVD2050,_SecondaryStrD1050,_PolarityD3075,_PolarityD2025,_PolarizabilityD2050,_HydrophobicityT23,_NormalizedVDWVD3075,_HydrophobicityD3075,_PolarizabilityD2025,_HydrophobicityD3050
Positive_51,1,0.383,0.317,0.174,0.371,0.235,0.089,0.089,0.089,0.089,0.089,0.19,0.089,0.292,0.235,0.231,0.144,0.089,0.382,0.226,0.089,0.457,0.536,0.13,2.413,0.805,0.26,0.252,0.447,0.24,0.536,0.019,0.248,0.179,0.179,0.26,1.519,0.399,0.209,0.152,0.283,0.179,0.536,0.308,74.62,0.369,0.223,1.519,0.268,0.179,0.16,47.9,72.744,0.509,0.179,0.16,0.459,25.469,99.911,27.167,0.105,72.654,0.24,78.91,0.209,31.635,49.866,47.632,52.189,28.865,29.669,0.174,53.172,78.284,76.586,48.079,19.482,0.123,71.224,48.079,72.297,0.27,0.536,49.866,26.005,54.424,74.441,25.201,29.669,80.25,32.261,73.28,75.603,51.296,46.023,76.676,16.622,51.296,0.262,76.586,71.135,24.576,52.279
Positive_267,1,0.39,0.321,0.167,0.385,0.241,0.116,0.228,0.228,0.228,0.228,0.192,0.228,0.296,0.241,0.235,0.169,0.228,0.369,0.242,0.228,0.435,0.911,0.164,0.456,0.772,0.289,0.269,1.139,0.283,0.911,0.027,0.282,0.456,0.683,0.289,1.139,0.367,0.221,0.18,0.312,0.683,0.911,0.323,81.321,0.326,0.199,9.339,0.683,0.683,0.192,38.497,77.677,0.476,0.683,0.183,0.421,21.868,97.95,27.107,0.112,71.298,0.242,79.043,0.201,25.285,38.041,59.909,48.064,28.474,17.995,0.219,52.164,79.271,66.515,46.241,28.929,0.128,76.082,45.103,75.626,0.279,0.911,38.041,28.929,46.469,72.893,24.146,17.995,72.893,17.768,78.36,71.982,57.403,51.936,78.36,22.779,56.036,0.242,66.515,78.588,28.474,56.036
Negative_896,0,0.417,0.379,0.176,0.437,0.252,0.058,0.971,0.971,0.971,0.971,0.157,0.971,0.204,0.252,0.282,0.147,0.971,0.33,0.196,0.971,0.437,1.942,0.078,8.738,0.806,0.272,0.186,2.913,0.284,1.942,0.039,0.301,4.854,6.796,0.272,2.913,0.301,0.196,0.167,0.32,6.796,1.942,0.311,74.757,0.291,0.225,33.01,6.796,6.796,0.225,57.282,61.165,0.447,7.767,0.216,0.495,25.243,86.408,13.592,0.136,83.495,0.186,59.223,0.216,27.184,57.282,39.806,48.544,33.01,26.214,0.245,49.515,74.757,74.757,45.631,18.447,0.118,78.641,45.631,71.845,0.324,1.942,57.282,13.592,65.049,72.816,22.33,26.214,79.612,21.359,66.99,79.612,37.864,39.806,70.874,22.33,44.66,0.206,74.757,71.845,17.476,49.515
Positive_203,1,0.372,0.292,0.154,0.348,0.276,0.114,0.2,0.2,0.2,0.2,0.194,0.2,0.262,0.276,0.236,0.18,0.2,0.352,0.236,0.2,0.428,1.6,0.162,2.4,0.766,0.32,0.216,1.0,0.271,1.6,0.018,0.286,0.4,0.4,0.32,1.0,0.356,0.24,0.184,0.352,0.4,1.6,0.296,80.0,0.332,0.21,7.2,0.6,0.4,0.206,56.6,73.4,0.444,0.4,0.188,0.452,34.6,99.6,23.0,0.12,75.6,0.214,69.6,0.188,28.0,53.6,54.2,48.0,28.2,28.4,0.224,48.6,74.6,74.0,53.4,26.4,0.148,78.4,45.6,75.8,0.261,1.8,53.6,25.0,51.8,74.8,23.8,28.4,76.0,20.8,74.4,74.4,47.6,50.0,74.6,24.6,47.2,0.22,74.0,76.6,23.0,49.6
Negative_1262,0,0.504,0.492,0.117,0.528,0.194,0.028,0.403,0.403,0.403,0.403,0.113,0.403,0.331,0.194,0.452,0.085,0.403,0.302,0.13,0.403,0.48,0.806,0.057,1.613,0.899,0.177,0.202,1.21,0.134,0.806,0.0,0.359,1.21,1.613,0.177,1.21,0.323,0.223,0.227,0.185,1.613,0.806,0.327,47.581,0.294,0.316,8.065,3.226,1.613,0.186,31.048,78.629,0.371,1.613,0.138,0.31,10.887,81.452,21.371,0.073,76.613,0.296,60.484,0.202,33.468,39.113,36.694,41.935,8.065,16.532,0.186,43.145,81.452,52.419,66.129,26.21,0.166,78.629,59.677,69.758,0.275,0.806,39.113,22.984,59.677,75.806,21.774,16.532,68.952,24.194,70.565,74.597,48.387,42.742,81.452,27.016,44.758,0.304,52.419,70.565,22.984,43.145
Negative_154,0,0.341,0.274,0.201,0.331,0.291,0.1,0.334,0.334,0.334,0.334,0.215,0.334,0.298,0.291,0.274,0.151,0.334,0.368,0.262,0.334,0.441,2.007,0.131,1.672,0.773,0.318,0.299,1.003,0.248,2.007,0.017,0.254,0.669,0.669,0.318,1.003,0.385,0.225,0.151,0.341,0.669,2.007,0.268,66.221,0.351,0.198,11.706,3.344,0.669,0.195,42.475,76.254,0.408,0.669,0.205,0.448,24.749,99.331,32.107,0.127,67.559,0.201,82.274,0.242,26.421,52.174,60.87,48.161,32.776,33.445,0.215,52.174,79.264,69.565,40.803,28.763,0.181,73.244,35.117,71.906,0.232,2.007,52.174,31.104,47.492,73.244,18.729,33.445,78.93,23.411,80.268,73.913,53.177,52.843,79.264,17.391,51.505,0.221,69.565,70.903,21.739,51.505
Negative_377,0,0.458,0.347,0.145,0.364,0.22,0.169,0.847,0.847,0.847,0.847,0.171,0.847,0.254,0.22,0.263,0.12,0.847,0.322,0.179,0.847,0.415,1.695,0.256,2.542,0.712,0.356,0.205,2.542,0.265,1.695,0.017,0.297,2.542,1.695,0.356,2.542,0.288,0.239,0.103,0.364,8.475,1.695,0.364,38.983,0.28,0.179,1.695,1.695,10.169,0.256,30.508,68.644,0.381,1.695,0.171,0.449,9.322,96.61,12.712,0.119,63.559,0.171,72.881,0.179,12.712,30.508,44.068,58.475,27.119,8.475,0.282,38.136,70.339,52.542,54.237,25.424,0.188,68.644,60.169,66.949,0.274,6.78,30.508,12.712,38.136,77.966,33.898,8.475,82.203,17.797,77.966,77.966,43.22,43.22,70.339,33.051,50.847,0.179,52.542,66.949,28.814,37.288
Positive_148,1,0.373,0.309,0.181,0.362,0.243,0.076,0.143,0.143,0.143,0.143,0.211,0.143,0.333,0.243,0.276,0.159,0.143,0.383,0.245,0.143,0.466,0.286,0.13,0.715,0.827,0.258,0.287,0.429,0.244,0.286,0.016,0.255,0.715,0.858,0.258,0.429,0.418,0.199,0.176,0.273,0.858,0.286,0.29,81.402,0.381,0.274,3.863,0.858,0.858,0.162,44.921,71.817,0.466,0.858,0.156,0.412,19.599,99.857,26.037,0.097,77.969,0.277,59.943,0.218,31.76,55.794,41.345,43.777,21.173,30.615,0.173,54.936,72.961,79.256,51.216,24.034,0.14,76.109,48.355,76.109,0.268,0.286,55.794,24.607,58.226,74.964,22.461,30.615,70.1,30.472,71.96,74.964,44.635,46.066,68.956,26.466,44.778,0.291,79.256,75.966,18.884,54.649
Positive_125,1,0.412,0.345,0.181,0.403,0.238,0.108,0.178,0.178,0.178,0.178,0.162,0.178,0.275,0.238,0.215,0.162,0.178,0.35,0.203,0.178,0.414,1.066,0.155,0.355,0.782,0.293,0.23,0.71,0.272,1.066,0.023,0.29,0.355,0.533,0.293,0.71,0.343,0.222,0.165,0.313,0.533,1.066,0.348,74.6,0.304,0.251,4.618,1.954,0.533,0.192,51.332,73.89,0.492,0.533,0.169,0.435,22.202,98.934,25.933,0.11,75.666,0.246,73.89,0.212,29.84,51.332,49.734,48.135,24.334,25.933,0.215,51.687,73.89,74.6,48.668,25.222,0.105,74.956,47.957,72.647,0.262,1.066,51.332,26.288,56.483,74.956,22.558,25.933,74.956,23.446,71.581,76.554,50.444,47.247,73.179,24.512,48.313,0.254,74.6,72.469,23.091,51.687
Positive_347,1,0.381,0.32,0.185,0.401,0.259,0.102,0.68,0.68,0.68,0.68,0.178,0.68,0.272,0.259,0.224,0.171,0.68,0.361,0.253,0.68,0.422,2.041,0.158,1.361,0.803,0.259,0.26,1.361,0.288,4.762,0.021,0.259,1.361,3.401,0.259,1.361,0.361,0.219,0.151,0.32,2.041,4.762,0.32,65.306,0.34,0.233,4.762,4.082,3.401,0.219,44.898,78.231,0.517,3.401,0.158,0.469,21.088,82.993,23.129,0.095,76.871,0.247,61.905,0.212,23.81,48.98,32.653,44.218,14.966,27.891,0.205,48.98,69.388,79.592,47.619,23.129,0.096,76.19,44.218,74.83,0.295,6.122,48.98,22.449,46.259,76.871,25.17,27.891,64.626,25.17,74.83,68.707,51.701,53.061,71.429,20.408,53.741,0.295,79.592,72.789,21.769,48.98
Positive_1107,1,0.387,0.315,0.169,0.384,0.276,0.115,0.196,0.196,0.196,0.196,0.159,0.196,0.321,0.276,0.26,0.165,0.196,0.337,0.196,0.196,0.415,0.587,0.175,1.957,0.783,0.274,0.255,0.587,0.233,0.587,0.014,0.272,0.391,0.391,0.274,0.587,0.382,0.206,0.147,0.303,0.391,0.587,0.309,75.342,0.342,0.196,0.978,0.391,0.391,0.216,52.838,74.951,0.466,0.391,0.163,0.407,30.137,97.26,33.659,0.102,71.233,0.247,47.358,0.206,33.659,50.098,28.18,42.27,17.613,22.114,0.233,54.403,71.82,74.56,39.726,27.397,0.159,71.624,47.554,72.211,0.243,1.761,50.098,34.442,50.489,76.908,24.07,22.114,76.321,21.918,76.125,75.93,54.403,51.272,72.016,24.462,53.62,0.257,74.56,72.211,29.354,54.99
Positive_285,1,0.36,0.274,0.186,0.34,0.289,0.091,0.254,0.254,0.254,0.254,0.211,0.254,0.35,0.289,0.239,0.183,0.254,0.35,0.267,0.254,0.416,1.269,0.153,3.299,0.812,0.251,0.285,0.761,0.252,1.269,0.015,0.241,0.508,0.508,0.251,0.761,0.454,0.196,0.181,0.272,0.508,1.269,0.294,69.797,0.409,0.229,1.269,1.269,0.508,0.145,44.924,71.066,0.51,0.508,0.158,0.409,25.127,99.746,21.827,0.096,79.949,0.252,73.858,0.232,30.711,53.553,39.594,43.147,22.589,25.381,0.176,50.254,68.528,78.426,53.807,24.873,0.135,77.411,53.046,77.411,0.239,8.629,53.553,21.827,54.061,75.635,23.604,25.381,67.259,26.65,73.35,74.619,42.386,46.954,69.036,30.457,42.386,0.272,78.426,77.411,21.32,52.03
Negative_149,0,0.466,0.369,0.144,0.412,0.206,0.175,0.312,0.312,0.312,0.312,0.154,0.312,0.203,0.206,0.281,0.154,0.312,0.328,0.166,0.312,0.441,0.938,0.232,1.875,0.756,0.319,0.172,1.25,0.223,0.938,0.038,0.356,0.625,0.625,0.319,1.25,0.297,0.332,0.122,0.334,0.625,0.938,0.353,74.062,0.269,0.219,0.938,0.938,0.625,0.248,51.875,76.875,0.4,0.625,0.094,0.441,23.75,99.062,14.062,0.069,69.375,0.232,87.188,0.188,14.062,37.5,67.812,54.062,42.188,15.937,0.26,33.438,82.812,67.5,50.0,16.875,0.191,71.875,50.0,62.813,0.313,1.562,37.5,14.062,31.875,70.312,29.375,15.937,73.125,23.438,78.125,72.188,51.25,51.562,81.25,26.875,55.312,0.226,67.5,61.562,27.5,34.688
Negative_279,0,0.358,0.285,0.199,0.35,0.263,0.117,0.73,0.73,0.73,0.73,0.14,0.73,0.328,0.263,0.212,0.176,0.73,0.38,0.191,0.73,0.438,3.65,0.118,16.058,0.81,0.241,0.265,5.839,0.199,3.65,0.029,0.255,2.19,1.46,0.241,5.839,0.445,0.235,0.162,0.27,1.46,3.65,0.299,27.737,0.409,0.235,5.839,1.46,1.46,0.147,19.708,75.182,0.547,1.46,0.088,0.416,4.38,94.161,34.307,0.073,73.723,0.25,70.073,0.228,35.036,49.635,31.387,44.526,26.277,25.547,0.154,51.825,66.423,78.832,51.095,32.117,0.096,72.263,48.905,73.723,0.206,3.65,49.635,34.307,54.015,78.102,13.139,25.547,67.883,18.978,68.613,78.102,45.985,47.445,69.343,13.869,46.715,0.331,78.832,78.832,26.277,50.365
Positive_1007,1,0.353,0.297,0.199,0.363,0.268,0.088,0.315,0.315,0.315,0.315,0.196,0.315,0.322,0.268,0.252,0.158,0.315,0.379,0.241,0.315,0.426,5.047,0.133,0.631,0.804,0.274,0.266,0.946,0.253,5.994,0.038,0.237,0.631,1.893,0.274,0.946,0.407,0.212,0.193,0.297,1.262,5.994,0.306,70.662,0.363,0.237,6.309,3.155,1.893,0.19,49.842,73.186,0.473,1.893,0.165,0.442,22.082,95.584,21.767,0.107,74.763,0.259,72.24,0.225,26.498,55.521,40.379,51.735,23.659,22.082,0.215,47.003,72.24,74.132,48.896,20.505,0.158,66.877,52.681,71.609,0.278,5.994,55.521,24.29,52.05,76.025,32.177,22.082,78.233,29.653,72.871,81.073,44.795,46.688,73.186,26.814,46.057,0.297,74.132,69.401,25.237,46.057
Positive_490,1,0.373,0.306,0.193,0.357,0.236,0.141,0.103,0.103,0.103,0.103,0.159,0.103,0.358,0.236,0.234,0.135,0.103,0.391,0.202,0.103,0.436,0.308,0.19,0.206,0.768,0.287,0.267,0.308,0.233,0.308,0.024,0.249,0.719,0.822,0.287,0.308,0.385,0.184,0.155,0.308,0.206,0.308,0.328,68.14,0.357,0.234,3.186,0.308,0.822,0.177,41.932,72.251,0.479,0.822,0.127,0.394,27.441,99.178,22.405,0.091,77.39,0.241,69.99,0.211,22.508,45.324,50.154,51.49,32.169,24.563,0.201,49.743,69.99,73.073,52.107,23.947,0.128,80.678,53.032,79.445,0.295,0.514,45.324,22.405,49.846,77.595,24.974,24.563,76.053,17.883,73.587,78.006,50.051,47.996,69.99,22.199,50.257,0.273,73.073,79.445,24.974,50.462
Negative_1222,0,0.43,0.377,0.144,0.413,0.181,0.094,0.189,0.189,0.189,0.189,0.159,0.189,0.191,0.181,0.209,0.098,0.189,0.389,0.189,0.189,0.475,3.774,0.147,0.755,0.808,0.277,0.195,0.377,0.272,3.774,0.019,0.262,0.377,0.943,0.277,0.377,0.323,0.291,0.104,0.3,0.943,3.774,0.343,84.151,0.309,0.204,4.906,0.943,0.943,0.204,47.925,73.208,0.513,2.83,0.166,0.547,19.057,99.245,24.906,0.098,73.396,0.244,74.717,0.198,28.491,54.34,57.736,50.755,37.547,17.736,0.223,52.83,74.528,83.396,50.189,27.736,0.11,74.34,47.547,73.962,0.338,3.774,54.34,24.151,54.34,73.774,29.811,17.736,76.792,21.509,71.698,75.094,48.868,46.981,75.472,27.736,49.057,0.255,83.396,73.962,24.151,51.698
Positive_637,1,0.427,0.337,0.169,0.401,0.27,0.112,0.375,0.375,0.375,0.375,0.169,0.375,0.236,0.27,0.251,0.154,0.375,0.303,0.214,0.375,0.393,4.12,0.18,1.498,0.772,0.288,0.211,1.498,0.286,4.12,0.023,0.3,1.124,0.749,0.288,2.622,0.341,0.259,0.132,0.322,0.749,4.12,0.337,70.412,0.311,0.229,5.993,0.749,0.749,0.237,53.558,76.779,0.461,0.749,0.195,0.464,22.472,95.506,25.468,0.116,74.532,0.229,71.536,0.241,23.596,53.558,38.951,47.94,16.105,26.592,0.252,45.318,73.408,73.783,47.94,25.094,0.135,75.655,49.438,74.532,0.274,4.12,53.558,25.094,44.569,75.281,19.476,26.592,71.91,23.596,75.281,75.655,44.944,52.809,73.408,21.723,46.816,0.267,73.783,74.532,26.217,47.566
Positive_903,1,0.337,0.286,0.205,0.338,0.242,0.108,0.193,0.193,0.193,0.193,0.169,0.193,0.311,0.242,0.259,0.124,0.193,0.422,0.202,0.193,0.503,0.387,0.157,0.967,0.793,0.288,0.223,0.387,0.225,0.387,0.029,0.277,0.58,0.58,0.288,0.387,0.406,0.209,0.182,0.308,0.58,0.387,0.255,77.95,0.373,0.246,0.387,0.58,0.58,0.159,53.578,75.822,0.453,0.58,0.138,0.412,32.495,99.226,25.532,0.099,66.151,0.236,75.242,0.231,26.886,50.677,40.039,49.516,16.441,27.273,0.176,49.71,79.884,76.596,52.998,23.404,0.12,69.246,53.191,67.892,0.26,5.222,50.677,24.952,48.162,73.694,24.758,27.273,76.789,28.82,72.34,74.468,48.743,52.611,79.691,27.853,48.936,0.254,76.596,67.118,22.437,49.903
Positive_434,1,0.35,0.31,0.196,0.363,0.265,0.102,0.442,0.442,0.442,0.442,0.213,0.442,0.217,0.265,0.265,0.133,0.442,0.385,0.258,0.442,0.465,2.655,0.151,3.097,0.788,0.288,0.222,1.327,0.262,2.655,0.044,0.261,0.885,0.885,0.288,1.77,0.372,0.258,0.133,0.319,0.885,2.655,0.27,69.912,0.35,0.267,3.982,0.885,0.885,0.178,44.69,74.336,0.447,0.885,0.169,0.522,26.991,93.805,17.257,0.111,75.664,0.231,69.469,0.244,14.159,44.69,53.097,39.381,30.531,26.991,0.187,40.708,69.912,73.009,60.619,25.221,0.138,77.876,59.735,72.566,0.249,2.655,44.69,19.027,45.133,76.106,20.354,26.991,71.681,22.566,71.681,77.876,47.788,53.097,73.009,25.221,47.345,0.258,73.009,72.566,19.469,42.92
Negative_1118,0,0.5,0.428,0.086,0.484,0.273,0.125,0.329,0.329,0.329,0.329,0.083,0.329,0.164,0.273,0.303,0.251,0.329,0.227,0.106,0.329,0.286,0.987,0.182,5.592,0.717,0.365,0.132,0.987,0.228,0.987,0.036,0.398,0.658,0.658,0.365,0.987,0.164,0.429,0.125,0.408,0.658,0.987,0.441,79.276,0.151,0.221,2.961,0.658,0.658,0.38,54.934,70.066,0.332,0.658,0.231,0.438,28.947,96.711,31.25,0.158,74.671,0.142,51.316,0.125,25.329,58.224,34.211,51.316,14.474,31.25,0.37,56.579,70.066,79.276,49.671,29.934,0.224,80.592,51.974,79.934,0.277,2.303,58.224,30.921,55.592,75.658,24.671,31.25,76.974,28.618,71.711,76.645,38.158,46.711,69.408,26.316,39.474,0.145,79.276,75.0,17.434,56.25
Negative_851,0,0.442,0.419,0.152,0.462,0.182,0.03,0.253,0.253,0.253,0.253,0.122,0.253,0.283,0.182,0.232,0.122,0.253,0.376,0.149,0.253,0.437,6.061,0.056,1.01,0.899,0.172,0.286,1.01,0.187,6.061,0.005,0.273,0.505,0.505,0.172,1.01,0.394,0.248,0.109,0.187,0.505,6.061,0.381,75.0,0.366,0.289,6.061,1.263,0.505,0.119,41.919,72.222,0.596,0.505,0.127,0.444,19.697,96.717,26.515,0.071,72.475,0.289,73.99,0.165,27.02,54.293,49.495,57.071,18.939,23.99,0.142,45.96,73.232,73.485,51.515,24.747,0.076,72.222,52.525,71.97,0.281,8.333,54.293,25.505,52.273,74.747,31.818,23.99,81.313,25.758,74.242,78.535,44.192,43.687,73.99,19.949,46.717,0.306,73.485,71.717,26.768,45.96
Negative_651,0,0.477,0.404,0.142,0.446,0.201,0.097,0.221,0.442,1.766,1.766,0.124,0.662,0.329,0.201,0.34,0.153,1.987,0.322,0.146,1.987,0.426,3.311,0.144,1.545,0.812,0.269,0.219,1.325,0.201,3.311,0.029,0.32,0.221,0.221,0.269,1.766,0.307,0.237,0.19,0.289,0.221,3.311,0.373,70.64,0.285,0.296,3.311,0.221,0.221,0.239,40.839,75.717,0.391,0.221,0.148,0.351,24.724,98.675,24.062,0.091,77.042,0.272,76.159,0.181,29.36,49.227,55.85,44.15,26.711,26.49,0.248,49.669,72.848,74.614,49.89,23.62,0.17,73.51,50.552,75.717,0.332,9.492,49.227,24.062,52.318,75.276,18.322,26.49,70.419,25.166,75.276,73.951,49.448,51.214,72.848,24.283,49.448,0.279,74.614,73.51,23.841,49.007
Positive_311,1,0.415,0.341,0.183,0.404,0.251,0.131,0.166,0.166,0.166,0.166,0.193,0.166,0.256,0.251,0.228,0.165,0.166,0.334,0.24,0.166,0.387,0.332,0.21,0.498,0.761,0.314,0.235,0.332,0.301,0.332,0.033,0.276,0.664,0.498,0.314,0.332,0.311,0.243,0.155,0.349,0.498,0.332,0.362,81.063,0.282,0.196,1.163,1.163,0.498,0.236,55.98,77.741,0.458,0.498,0.156,0.468,33.389,99.336,23.422,0.108,69.269,0.215,80.066,0.206,21.927,47.01,57.641,46.512,27.243,22.591,0.246,43.854,79.402,75.748,50.498,22.757,0.138,71.595,48.505,67.442,0.286,3.156,47.01,23.256,44.352,71.429,27.243,22.591,71.761,22.924,73.09,74.751,52.658,53.987,78.904,22.093,51.993,0.241,75.748,67.442,26.91,43.854
Positive_889,1,0.404,0.339,0.178,0.378,0.234,0.13,0.225,0.225,0.225,0.225,0.207,0.225,0.267,0.234,0.229,0.171,0.225,0.362,0.23,0.225,0.389,0.449,0.178,0.899,0.746,0.342,0.239,0.674,0.309,0.449,0.038,0.29,0.899,1.798,0.342,0.674,0.31,0.236,0.18,0.351,1.798,0.449,0.378,75.056,0.281,0.209,7.416,0.674,1.798,0.221,49.663,69.888,0.429,1.798,0.187,0.443,25.169,92.809,21.573,0.124,77.753,0.209,75.281,0.191,26.292,50.112,46.742,52.809,25.843,26.292,0.239,50.112,75.281,72.584,51.011,22.472,0.137,74.831,49.213,75.955,0.309,0.449,50.112,20.899,56.18,73.933,29.213,26.292,77.303,23.371,75.955,74.382,46.292,43.82,75.056,23.596,47.191,0.205,72.584,76.404,24.719,51.91
Positive_353,1,0.387,0.326,0.18,0.38,0.246,0.097,0.09,0.09,0.09,0.09,0.184,0.09,0.284,0.246,0.289,0.148,0.09,0.368,0.232,0.09,0.446,0.179,0.157,0.628,0.806,0.274,0.237,0.359,0.232,0.179,0.013,0.291,0.359,0.448,0.274,0.359,0.368,0.249,0.165,0.306,0.448,0.179,0.309,86.457,0.345,0.25,6.278,0.448,0.448,0.194,63.498,77.309,0.437,0.448,0.154,0.424,32.825,99.91,25.919,0.097,73.184,0.243,76.233,0.223,30.404,57.22,50.762,45.83,28.341,32.825,0.213,51.3,82.063,77.13,49.148,23.049,0.165,70.404,45.291,73.184,0.275,0.179,57.22,25.022,53.363,72.735,20.807,32.825,71.839,23.229,76.143,70.224,47.175,49.686,81.256,18.296,46.637,0.276,77.13,71.211,22.96,48.789
Negative_475,0,0.426,0.333,0.125,0.403,0.217,0.062,0.775,0.775,0.775,0.775,0.188,0.775,0.333,0.217,0.287,0.133,0.775,0.357,0.25,0.775,0.473,5.426,0.094,6.202,0.845,0.24,0.312,1.55,0.25,5.426,0.016,0.233,3.101,1.55,0.24,5.426,0.388,0.18,0.148,0.279,1.55,5.426,0.31,83.721,0.357,0.297,15.504,1.55,1.55,0.172,74.419,79.07,0.473,3.101,0.141,0.434,53.488,94.574,17.054,0.093,70.543,0.281,85.271,0.195,24.031,54.264,48.062,48.837,19.38,27.907,0.188,51.163,83.721,82.946,48.837,20.93,0.125,72.093,43.411,75.194,0.305,31.783,54.264,17.054,51.163,68.992,27.132,27.907,62.791,22.481,75.194,68.992,44.961,48.062,82.946,20.155,44.961,0.32,82.946,75.194,20.93,47.287
Positive_890,1,0.409,0.359,0.151,0.404,0.23,0.093,0.173,0.173,0.173,0.173,0.187,0.173,0.269,0.23,0.223,0.182,0.173,0.361,0.204,0.173,0.42,0.345,0.144,0.864,0.789,0.294,0.22,0.518,0.289,0.345,0.029,0.288,0.518,1.382,0.294,0.518,0.332,0.26,0.182,0.309,0.864,0.345,0.351,68.394,0.302,0.235,6.045,0.691,1.382,0.208,42.314,73.23,0.484,1.382,0.185,0.442,26.252,97.582,21.416,0.117,74.611,0.261,62.867,0.176,22.453,45.25,35.579,54.75,20.898,21.416,0.218,45.25,68.912,70.294,55.44,23.489,0.116,74.957,56.822,71.848,0.308,0.345,45.25,19.689,50.086,76.339,30.052,21.416,76.684,28.152,73.748,77.893,45.596,45.078,68.912,29.016,46.805,0.254,70.294,71.33,22.971,43.869
Negative_1199,0,0.398,0.376,0.152,0.387,0.226,0.108,1.075,1.075,1.075,1.075,0.13,1.075,0.172,0.226,0.215,0.12,1.075,0.376,0.13,1.075,0.419,2.151,0.163,9.677,0.763,0.323,0.163,4.301,0.163,2.151,0.033,0.247,4.301,2.151,0.323,4.301,0.301,0.239,0.098,0.323,3.226,2.151,0.355,59.14,0.29,0.185,2.151,2.151,3.226,0.174,43.011,66.667,0.462,2.151,0.141,0.581,35.484,91.398,13.978,0.129,75.269,0.207,55.914,0.174,23.656,40.86,49.462,49.462,34.409,13.978,0.174,29.032,70.968,59.14,56.989,19.355,0.141,79.57,56.989,64.516,0.272,5.376,40.86,11.828,31.183,75.269,18.28,13.978,90.323,13.978,68.817,75.269,47.312,48.387,70.968,20.43,47.312,0.185,59.14,64.516,27.957,29.032
Negative_333,0,0.482,0.433,0.117,0.456,0.169,0.094,0.174,0.174,0.174,0.174,0.159,0.174,0.207,0.169,0.219,0.155,0.174,0.35,0.171,0.174,0.402,0.696,0.152,0.348,0.812,0.238,0.2,1.043,0.272,0.696,0.012,0.283,1.043,0.348,0.238,1.043,0.313,0.261,0.127,0.254,0.348,0.696,0.43,73.043,0.306,0.233,2.609,0.522,0.348,0.213,51.13,79.13,0.543,0.348,0.152,0.51,25.565,99.304,23.478,0.094,61.217,0.26,72.522,0.122,22.609,49.739,55.652,46.957,30.435,25.565,0.211,46.087,74.783,75.478,51.826,22.609,0.098,74.609,53.217,70.261,0.31,0.696,49.739,23.478,41.391,74.957,22.435,25.565,73.565,33.043,72.87,77.217,46.609,55.304,73.043,25.913,47.826,0.265,75.478,68.174,23.826,45.913
